ID,Kind,Status,CurrentAnchor,ReplacementID,RetirementReason,LegacySource
VHS-REQ-575,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-576,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-577,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-578,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-579,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-580,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-581,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-582,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-583,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-584,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-585,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-586,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-587,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-588,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-589,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-590,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-591,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-592,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-593,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-594,Software,Superseded,,VHS-REQ-082,Covered by a curated active requirement block in the restored GitHub-first SRS.,pre-simplification docs/requirements/srs.md
VHS-REQ-595,Software,Retired,,,Historical requirement is outside the curated active GitHub-first baseline; restore with current evidence before targeting.,pre-simplification docs/requirements/srs.md
VHS-REQ-596,Software,Active,srs.md#vhs-req-596-devcontainer-source-evaluation,,,docs/requirements/srs.md
VHS-REQ-597,Software,Active,srs.md#vhs-req-597-lightweight-hosted-ci,,,docs/requirements/srs.md
VHS-REQ-598,Software,Active,srs.md#vhs-req-598-trusted-windowslabview-maintainer-workflow,,,docs/requirements/srs.md
VHS-REQ-599,Software,Active,srs.md#vhs-req-599-optional-vagrant-helper,,,docs/requirements/srs.md
VHS-REQ-600,Software,Active,srs.md#vhs-req-600-marketplace-identity-and-public-source-metadata,,,docs/requirements/srs.md
VHS-REQ-601,Software,Active,srs.md#vhs-req-601-requirements-as-agent-work-contracts,,,docs/requirements/srs.md
VHS-REQ-602,Software,Active,srs.md#vhs-req-602-dependency-maintenance-automation,,,docs/requirements/srs.md
VHS-REQ-603,Software,Superseded,,VHS-REQ-635,Repository-wide indexing state accounting was superseded by selected-file on-demand eligibility.,docs/requirements/srs.md
VHS-REQ-604,Software,Superseded,,VHS-REQ-635,Persistent repository eligibility cache was superseded by selected-file on-demand eligibility.,docs/requirements/srs.md
VHS-REQ-605,Software,Superseded,,VHS-REQ-635,Incremental repository eligibility refresh was superseded by selected-file on-demand eligibility.,docs/requirements/srs.md
VHS-REQ-606,Software,Superseded,,VHS-REQ-635,Repository-wide indexing diagnostics were superseded by selected-file eligibility and Git history evidence.,docs/requirements/srs.md
VHS-REQ-607,Software,Active,srs.md#vhs-req-607-field-intake-separation-for-eligibility-reports,,,docs/requirements/srs.md
VHS-REQ-608,Software,Active,srs.md#vhs-req-608-diagnostic-test-vsix-distribution,,,docs/requirements/srs.md
VHS-REQ-609,Software,Active,srs.md#vhs-req-609-governed-branch-promotion-and-marketplace-release-automation,,,docs/requirements/srs.md
VHS-REQ-610,Software,Active,srs.md#vhs-req-610-dashboard-aggregate-review,,,docs/requirements/srs.md
VHS-REQ-611,Software,Active,srs.md#vhs-req-611-installed-bundled-documentation-surface,,,docs/requirements/srs.md
VHS-REQ-612,Software,Active,srs.md#vhs-req-612-installed-runtime-settings-cli-preparation,,,docs/requirements/srs.md
VHS-REQ-613,Software,Active,srs.md#vhs-req-613-coverage-intelligence-and-test-risk-mapping,,,docs/requirements/srs.md
VHS-REQ-614,Software,Active,srs.md#vhs-req-614-test-harness-architecture-for-vs-code-orchestration,,,docs/requirements/srs.md
VHS-REQ-615,Software,Active,srs.md#vhs-req-615-definition-of-done-operating-requirement,,,docs/requirements/srs.md
VHS-SYS-REQ-001,System,Active,syrs.md#vhs-sys-req-001-vs-code-labview-vi-history-system,,,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-002,System,Superseded,,VHS-SYS-REQ-014,Superseded by the simplified GitHub-first system boundary.,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-003,System,Active,syrs.md#vhs-sys-req-003-system-and-software-requirement-split,,,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-004,System,Active,syrs.md#vhs-sys-req-004-host-labview-comparison-path,,,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-005,System,Active,syrs.md#vhs-sys-req-005-optional-expert-docker-path,,,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-006,System,Superseded,,VHS-SYS-REQ-004,Superseded by the simplified GitHub-first system boundary.,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-007,System,Active,syrs.md#vhs-sys-req-007-fail-closed-runtime-evidence,,,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-008,System,Active,syrs.md#vhs-sys-req-008-explicit-compare-action,,,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-009,System,Superseded,,VHS-SYS-REQ-011,Superseded by the simplified GitHub-first system boundary.,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-010,System,Superseded,,VHS-SYS-REQ-014,Superseded by the simplified GitHub-first system boundary.,pre-simplification docs/requirements/syrs.md
VHS-SYS-REQ-011,System,Active,syrs.md#vhs-sys-req-011-github-first-source-authority,,,docs/requirements/syrs.md
VHS-SYS-REQ-012,System,Active,syrs.md#vhs-sys-req-012-lightweight-public-verification,,,docs/requirements/syrs.md
VHS-SYS-REQ-013,System,Active,syrs.md#vhs-sys-req-013-optional-human-validation-surfaces,,,docs/requirements/syrs.md
VHS-SYS-REQ-014,System,Active,syrs.md#vhs-sys-req-014-agent-targetable-requirements,,,docs/requirements/syrs.md
VHS-SYS-REQ-015,System,Superseded,,VHS-SYS-REQ-018,Large-repository branch-switch indexing was superseded by selected-VI on-demand history eligibility.,docs/requirements/syrs.md
VHS-SYS-REQ-016,System,Active,syrs.md#vhs-sys-req-016-governed-release-branch-promotion,,,docs/requirements/syrs.md
VHS-SYS-REQ-017,System,Active,syrs.md#vhs-sys-req-017-coverage-led-assurance-operating-model,,,docs/requirements/syrs.md
VHS-SYS-REQ-018,System,Active,syrs.md#vhs-sys-req-018-selected-vi-on-demand-history-eligibility,,,docs/requirements/syrs.md
VHS-REQ-616,Software,Active,srs.md#vhs-req-616-runtime-auto-selection-and-stale-settings-repair,,,docs/requirements/srs.md
VHS-REQ-617,Software,Active,srs.md#vhs-req-617-missing-runtime-user-notification-and-status-surface,,,docs/requirements/srs.md
VHS-REQ-619,Software,Active,srs.md#vhs-req-619-git-prerequisite-detection-and-first-run-guidance,,,docs/requirements/srs.md
VHS-REQ-620,Software,Active,srs.md#vhs-req-620-reactive-runtime-provider-selection-and-quick-pick,,,docs/requirements/srs.md
VHS-REQ-621,Software,Active,srs.md#vhs-req-621-concurrent-labview-bitness-conflict-diagnostic,,,docs/requirements/srs.md
VHS-REQ-622,Software,Active,srs.md#vhs-req-622-automated-end-to-end-windows-runtime-conflict-verification-harness,,,docs/requirements/srs.md
VHS-REQ-623,Software,Active,srs.md#vhs-req-623-windows-host-native-vi-server-tcp-preflight-parity,,,docs/requirements/srs.md
VHS-REQ-624,Software,Active,srs.md#vhs-req-624-newest-revision-tree-staging-for-comparison,,,docs/requirements/srs.md
VHS-REQ-625,Software,Active,srs.md#vhs-req-625-library-member-compared-vi-disclosure,,,docs/requirements/srs.md
VHS-REQ-626,Software,Active,srs.md#vhs-req-626-comparison-report-export-for-external-viewing,,,docs/requirements/srs.md
VHS-REQ-627,Software,Active,srs.md#vhs-req-627-labview-cli-prerequisite-gate-for-vi-history-open,,,docs/requirements/srs.md
VHS-REQ-628,Software,Active,srs.md#vhs-req-628-actionable-vi-server-disabled-comparison-guidance,,,docs/requirements/srs.md
VHS-REQ-629,Software,Active,srs.md#vhs-req-629-labview-cli-install-offer-when-labview-is-installed,,,docs/requirements/srs.md
VHS-REQ-630,Software,Active,srs.md#vhs-req-630-actionable-vi-server-guidance-for-labview-cli-connection-failure,,,docs/requirements/srs.md
VHS-REQ-631,Software,Active,srs.md#vhs-req-631-pre-panel-vi-server-prerequisite-gate-for-vi-history-open,,,docs/requirements/srs.md
VHS-REQ-632,Software,Active,srs.md#vhs-req-632-host-labview-install-catalog-parity,,,docs/requirements/srs.md
VHS-REQ-633,Software,Active,srs.md#vhs-req-633-manual-labview-runtime-path-override,,,docs/requirements/srs.md
VHS-REQ-634,Software,Active,srs.md#vhs-req-634-authoritative-host-fallback-for-labview-cli-open-gate,,,docs/requirements/srs.md
VHS-REQ-635,Software,Active,srs.md#vhs-req-635-selected-file-on-demand-eligibility,,,docs/requirements/srs.md
VHS-REQ-636,Software,Active,srs.md#vhs-req-636-pre-panel-labview-bitness-conflict-gate-for-vi-history-open,,,docs/requirements/srs.md
VHS-REQ-637,Software,Active,srs.md#vhs-req-637-pre-panel-labview-version-mismatch-gate-for-vi-history-open,,,docs/requirements/srs.md
VHS-REQ-638,Software,Active,srs.md#vhs-req-638-comparison-report-vi-history-re-entry-action,,,docs/requirements/srs.md
VHS-REQ-639,Software,Active,srs.md#vhs-req-639-commit-body-in-history-panel,,,docs/requirements/srs.md
VHS-REQ-640,Software,Active,srs.md#vhs-req-640-self-contained-single-file-comparison-report-output,,,docs/requirements/srs.md
VHS-REQ-641,Software,Active,srs.md#vhs-req-641-working-tree-uncommitted-comparison-against-a-prior-revision,,,docs/requirements/srs.md
VHS-REQ-642,Software,Active,srs.md#vhs-req-642-docker-daemon-not-running-comparison-toast,,,docs/requirements/srs.md
VHS-REQ-643,Software,Active,srs.md#vhs-req-643-docker-not-installed-comparison-toast,,,docs/requirements/srs.md
VHS-REQ-644,Software,Active,srs.md#vhs-req-644-commit-body-in-comparison-report,,,docs/requirements/srs.md
